input,category
Estabelecimentos com o selo turismo responsável tem preços dos produtos ao consumidor maior que os estabelecimentos sem este selo?,seloturismo
Para que serve o Selo Turismo Responsável?,seloturismo
Como obter o selo Turismo Responsavel?,seloturismo
Quais as vantagens de se obter o Selo do Turismo Responsável?,seloturismo
Como saber se o hotel que quero reservar está na lista?,seloturismo
Qual mensagem vai ser usada neste selo?,seloturismo
Será bem elaborada para não servi de discriminação ?,seloturismo
O selo turismo ficará para sempre ou será somente na pandemia?,seloturismo
Quais os protocolos de higiene do selo turismo?,seloturismo
O selo turismo se aplica a qualquer setor?,seloturismo
Quais estados já aderiram o selo turismo?,seloturismo
Qual seria a estratégia mais efetiva para o uso do selo?,seloturismo
Quando acaba o programa?,seloturismo
